time         ,iter.    ,bestScore,live    ,dead
1342355610763,        0,        0,       1,      -1
1342355610963,    47497,      275,    3630,   14321
1342355611262,    80609,      275,    5808,   23215
1342355611462,   132695,      275,    8293,   36230
1342355611728,   162064,      275,    9658,   43101
1342355611928,   216275,      275,   11827,   56550
1342355612682,   247297,      275,   13129,   63513
1342355612882,   305000,      275,   14592,   76953
1342355613082,   335296,      275,   16285,   82265
1342355613282,   391608,      275,   18444,   93217
1342355613486,   415175,      275,   18834,   98517
1342355613686,   477155,      275,   19950,  113440
1342355613899,   506649,      275,   20697,  120320
1342355614100,   568591,      275,   20673,  134932
1342355614317,   598611,      275,   21456,  141137
1342355614517,   657618,      275,   22666,  151936
1342355614726,   689403,      275,   22938,  158024
1342355614927,   753742,      275,   22967,  172805
1342355615986,   782638,      275,   23040,  179152
1342355616186,   844542,      275,   23054,  192654
1342355616386,   885002,      275,   23027,  202464
1342355616586,   945628,      275,   23049,  217125
1342355616786,   969156,      275,   23010,  222633
1342355616986,  1027148,      275,   22687,  235612
1342355617208,  1059837,      275,   22648,  243377
1342355617408,  1118015,      275,   22702,  255400
1342355617651,  1148247,      275,   22729,  261449
1342355617851,  1199977,      275,   22704,  272306
1342355618109,  1233384,      275,   22667,  279502
1342355618314,  1276829,      275,   22809,  288491
1342355618636,  1320847,      275,   22730,  297478
1342355618836,  1380988,      275,   22996,  310542
1342355620383,  1417600,      275,   23147,  318234
1342355620583,  1478279,      275,   23002,  330469
1342355620809,  1511940,      275,   22813,  337644
1342355621009,  1567907,      275,   22646,  348428
1342355621306,  1606137,      275,   22576,  355557
1342355621506,  1668196,      275,   22659,  366676
1342355621977,  1701186,      275,   22889,  374297
1342355622177,  1764466,      275,   22968,  386951
1342355622414,  1790052,      275,   22867,  393564
1342355622614,  1850985,      275,   23293,  403637
1342355622834,  1877891,      275,   23235,  408098
1342355623034,  1939839,      275,   23189,  418017
1342355623248,  1963810,      275,   23262,  421819
1342355623448,  2016775,      275,   23332,  432925
1342355624474,  2047155,      275,   23443,  437856
1342355624675,  2064799,      275,   23657,  441051
1342355624875,  2065172,      275,   23699,  441059
1342355625171,  2066649,      275,   23745,  441206
1342355625512,  2081300,      275,   24173,  443511
1342355625712,  2082318,      275,   24187,  443777
1342355625913,  2082318,      275,   24187,  443777
