time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342419452569,        0,        0,       0,        43,            0,map9
1342419452769,        0,     1982,       0,         1,            1,map9
1342419452969,        0,     1982,       0,         1,            1,map9
1342419453169,        0,     1982,       0,         1,            1,map9
1342419453369,        0,     1982,       0,         1,            1,map9
1342419453569,        0,     1982,       0,         1,            1,map9
1342419453777,        0,     1982,       0,         1,            1,map9
1342419453977,        0,     1982,       0,         1,            1,map9
1342419454177,        0,     1982,       0,         1,            1,map9
1342419454378,        0,     1982,       0,         1,            1,map9
1342419454578,    62392,     1982,    2670,         1,            1,map9
1342419454778,    62392,     1982,    2670,         1,            1,map9
1342419454978,    62392,     1982,    2670,         1,            1,map9
1342419455178,    62392,     1982,    2670,         1,            1,map9
1342419455378,    62392,     1982,    2670,         1,            1,map9
1342419455578,    62392,     1982,    2670,         1,            1,map9
1342419455778,    62392,     1982,    2670,         1,            1,map9
1342419455979,    62392,     1982,    2670,         1,            1,map9
1342419456179,    62392,     1982,    2670,         1,            1,map9
1342419456379,    62392,     1982,    2670,         1,            1,map9
1342419456579,    62392,     1982,    2670,         1,            1,map9
1342419456779,    62392,     1982,    2670,         1,            1,map9
1342419456979,    62392,     1982,    2670,         1,            1,map9
1342419457179,    62392,     1982,    2670,         1,            1,map9
1342419457379,    62392,     1982,    2670,         1,            1,map9
1342419457584,    62392,     1982,    2670,         1,            1,map9
1342419457784,    62392,     1982,    2670,         1,            1,map9
1342419457985,    62392,     1982,    2670,         1,            1,map9
1342419458185,    62392,     1982,    2670,         1,            1,map9
1342419458385,    62392,     1982,    2670,         1,            1,map9
1342419458585,    62392,     1982,    2670,         1,            1,map9
1342419458785,    62392,     1982,    2670,         1,            1,map9
1342419458985,    62392,     1982,    2670,         1,            1,map9
1342419459187,    62392,     1982,    2670,         1,            1,map9
1342419459387,    62392,     1982,    2670,         1,            1,map9
1342419459587,    62392,     1982,    2670,         1,            1,map9
1342419460040,    62392,     1982,    2670,         1,            1,map9
1342419460240,    62392,     1982,    2670,         1,            1,map9
1342419460440,    62392,     1982,    2670,         1,            1,map9
1342419460641,    62392,     1982,    2670,         1,            1,map9
1342419460841,    62392,     1982,    2670,         1,            1,map9
1342419461041,    62392,     1982,    2670,         1,            1,map9
1342419461241,    62392,     1982,    2670,         1,            1,map9
1342419461441,    62392,     1982,    2670,         1,            1,map9
1342419461641,    62392,     1982,    2670,         1,            1,map9
1342419461841,    62392,     1982,    2670,         1,            1,map9
1342419462041,    62392,     1982,    2670,         1,            1,map9
1342419462242,    62392,     1982,    2670,         1,            1,map9
1342419462442,    62392,     1982,    2670,         1,            1,map9
1342419462642,    62392,     1982,    2670,         1,            1,map9
1342419462842,    62392,     1982,    2670,         1,            1,map9
1342419463042,    62392,     1982,    2670,         1,            1,map9
