time         ,iter.    ,bestScore,live    ,dead
1342301600823,      283,      302,      88,      -1
1342301601101,     1381,      302,     286,      74
1342301601434,     2515,      302,     469,     130
1342301601776,     3805,      302,     666,     199
1342301602047,     3890,      302,     676,     200
