time         ,iter.    ,bestScore,live    ,dead
1342355702291,       80,      569,      49,       0
1342355702506,     5918,      696,    2392,    -428
1342355702706,     6265,      696,    2538,    -449
1342355702906,     6647,      696,    2717,    -530
1342355703106,     7303,      696,    2918,    -549
1342355703307,     7538,      696,    3010,    -580
1342355703507,     7610,      696,    3049,    -580
1342355703707,     7709,      696,    3074,    -592
1342355703907,    21790,      819,    8088,   -2091
1342355704122,    34007,      819,   12491,   -2910
1342355704322,    48291,      833,   17902,   -4501
1342355704522,    59722,      833,   22080,   -6100
1342355704722,    73203,      863,   27059,   -7749
1342355704942,    84691,     2923,   31412,   -9448
1342355705167,   101804,     2923,   35342,   -9957
1342355705367,   121591,     2923,   39606,   -9509
1342355705567,   147115,     2923,   40258,   -3078
1342355705796,   171650,     2923,   40983,    5913
1342355705996,   212150,     2923,   41099,   19203
1342355706225,   213865,     2923,   41069,   19782
1342355706510,   257901,     2923,   41948,   33594
1342355706710,   289614,     2923,   42111,   43624
1342355706910,   294183,     2923,   42120,   45212
1342355707121,   301225,     2923,   42081,   47529
1342355707321,   335492,     2923,   42518,   57008
1342355707522,   351690,     2923,   42621,   62372
1342355707977,   381557,     2923,   42575,   71808
1342355708178,   416660,     2923,   43907,   82227
1342355709502,   419949,     2923,   43872,   83265
1342355709702,   444806,     2923,   45306,   90136
1342355709906,   446990,     2923,   45905,   89896
1342355710106,   462104,     2923,   47537,   90536
1342355710349,   477033,     2923,   51579,   89721
1342355710549,   492664,     2923,   56729,   88636
1342355710749,   502847,     2923,   59675,   87333
1342355710949,   515762,     2923,   63624,   86126
1342355711149,   531756,     2923,   67111,   87095
1342355711395,   552384,     2923,   69599,   91220
1342355711598,   573564,     2923,   72361,   93851
1342355711823,   581245,     2923,   74663,   93784
1342355712024,   611413,     2923,   76607,  102078
1342355712224,   639156,     2923,   77623,  110969
1342355715269,   657806,     2923,   80393,  112972
1342355715469,   679605,     2923,   83045,  116443
1342355717458,   692279,     2923,   83267,  120558
1342355717658,   692279,     2923,   83267,  120558
