time         ,iter.    ,bestScore,live    ,dead
1342290251665,        0,        0,       0,       0
1342290251865,    41161,      279,     877,    6134
1342290252065,    94268,      280,    1349,   11874
1342290252265,   140312,      280,    1520,   15808
1342290252465,   182732,      280,    1688,   21512
1342290252670,   244578,      280,    1852,   29094
1342290253077,   245869,      280,    1848,   29406
1342290253277,   314026,      280,    1830,   35400
1342290253477,   360000,      280,    2518,   41459
1342290253677,   400787,      280,    2480,   45206
1342290253939,   455499,      280,    2460,   50506
1342290254139,   517389,      280,    2738,   55971
1342290254339,   564108,      280,    2733,   59649
1342290254543,   598322,      280,    2718,   62980
1342290254743,   635604,      280,    2921,   66641
