time         ,iter.    ,bestScore,live    ,dead
1342300121068,      116,       70,      83,      -2
1342300121401,      338,      174,     224,       4
1342300121714,      502,      227,     309,      13
1342300122011,      629,      227,     325,      15
1342300122265,      629,      227,     325,      15
