time         ,iter.    ,bestScore,live    ,dead
1342290455334,        0,        0,       0,       0
1342290455534,      155,      255,     140,       3
1342290455737,      456,      286,     276,      19
1342290455937,     1191,      305,     724,      65
1342290456137,     2096,      305,    1330,     110
1342290456337,     3225,      330,    2070,     177
1342290456537,     4389,      333,    2805,     220
1342290456737,     5494,      333,    3386,     261
1342290456937,     6707,      391,    4163,     297
1342290457138,     8084,      391,    4809,     352
1342290457338,     9295,      391,    5543,     407
1342290457538,    10492,      391,    6186,     468
1342290457909,    11904,      399,    7071,     532
1342290458120,    13252,      399,    7935,     596
1342290458346,    14687,      399,    8729,     656
1342290458564,    16134,      416,    9511,     712
1342290458777,    17468,      416,   10458,     759
1342290458977,    18893,      416,   11383,     830
1342290459177,    20017,      416,   12197,     875
1342290459540,    20337,      416,   12446,     893
1342290459740,    21708,      416,   13396,     948
1342290459940,    22795,      416,   13952,     993
1342290460140,    24165,      416,   14568,    1049
1342290460340,    25498,      418,   15300,    1098
1342290460540,    26893,      418,   15955,    1155
1342290460757,    28171,      418,   16743,    1201
1342290460958,    29772,      418,   17477,    1249
1342290461158,    30925,      418,   18273,    1297
1342290461358,    32013,      418,   19081,    1347
1342290461919,    32769,      418,   19533,    1372
1342290462186,    34072,      418,   20386,    1431
1342290462386,    35561,      418,   21086,    1513
1342290462587,    36796,      418,   21811,    1577
1342290462787,    37991,      418,   22664,    1617
1342290462987,    39174,      418,   23484,    1660
1342290463188,    40351,      418,   24262,    1710
1342290463388,    41474,      449,   25140,    1751
1342290463588,    42527,      449,   25908,    1786
1342290463802,    43854,      449,   26656,    1820
1342290464018,    45230,      449,   27424,    1874
1342290464218,    46373,      449,   28176,    1929
1342290465011,    46502,      449,   28229,    1933
1342290465211,    47896,      449,   28980,    2031
1342290465411,    48879,      449,   29399,    2069
