time         ,iter.    ,bestScore,live    ,dead
1342301602141,     2379,      868,     268,     179
1342301602450,     5107,      868,     352,     448
1342301602699,    11575,      868,     426,    1108
1342301603059,    14769,      868,     449,    1202
