time         ,iter.    ,bestScore,live    ,dead
1342301647680,     1053,      320,     585,      62
1342301647927,     3596,      334,    1792,     154
1342301648141,     5513,      336,    2602,     229
1342301648445,     7302,      341,    3441,     325
1342301648651,     7968,      341,    3751,     358
