time         ,iter.    ,bestScore,live    ,dead
1342301649797,     1073,      261,     231,      10
1342301650034,     4827,      835,     857,     132
1342301650327,     9826,      852,    1449,      92
1342301650594,    13930,      852,    1837,     411
1342301650803,    15946,      852,    2087,     424
