time         ,iter.    ,bestScore,live    ,dead
1342293919385,        0,        0,       0,       0
1342293919590,    43520,      270,    1696,    1672
1342293919790,   109763,      270,    1891,    4967
1342293920411,   127291,      270,    1893,    5974
1342293920611,   208582,      270,    1872,    9002
1342293920811,   273969,      270,    1923,   11368
1342293921011,   327781,      270,    2007,   14419
1342293921211,   382395,      270,    1973,   17830
1342293921412,   438449,      270,    2423,   20481
1342293921622,   493399,      270,    2834,   22670
1342293921822,   549761,      270,    2837,   24245
1342293922022,   602771,      270,    2852,   26371
1342293922223,   656738,      273,    3040,   29190
1342293922424,   723240,      277,    3039,   32030
1342293922624,   784736,      277,    3040,   34228
1342293922824,   844847,      278,    3030,   37188
1342293923024,   896052,      278,    3045,   41868
1342293923224,   946445,      278,    3048,   45779
1342293923445,  1001770,      278,    3050,   48622
1342293923663,  1061375,      278,    3042,   53111
1342293923885,  1126003,      279,    3060,   55696
1342293924114,  1190308,      279,    3037,   57264
1342293924343,  1249479,      279,    3042,   60631
1342293924543,  1309648,      279,    3047,   64994
1342293924743,  1354684,      279,    3038,   67419
1342293924944,  1409255,      279,    3035,   71769
1342293925144,  1458562,      279,    3044,   74341
1342293925344,  1515351,      279,    3033,   75930
1342293925620,  1578519,      279,    3036,   77245
1342293925820,  1632744,      279,    3053,   79550
1342293926912,  1647525,      279,    3076,   80622
1342293927112,  1715051,      279,    3056,   82892
1342293927312,  1759904,      279,    3050,   84072
1342293927512,  1796277,      279,    3042,   85362
1342293927712,  1857864,      279,    3058,   87808
1342293927913,  1900000,      279,    3050,   89309
1342293928113,  1952840,      279,    3042,   91457
1342293929228,  2006856,      279,    3036,   92497
1342293929428,  2055752,      279,    3040,   96419
