time         ,iter.    ,bestScore,live    ,dead
1342301639202,      147,       93,      83,       2
1342301639471,      415,      194,     258,      14
1342301639690,      976,      243,     573,      30
1342301640097,     1869,      262,     845,      72
1342301640333,     1869,      262,     845,      72
