time         ,iter.    ,bestScore,live    ,dead
1342293909286,        0,        0,       0,       0
1342293909487,      571,      305,     405,      33
1342293909687,     1593,      345,    1078,      83
1342293909887,     2436,      345,    1701,     127
1342293910088,     3707,      397,    2566,     185
1342293910288,     5064,      397,    3314,     245
1342293910488,     6312,      397,    4114,     289
1342293910688,     7637,      413,    5082,     348
1342293910888,     8875,      413,    6011,     415
1342293911088,    10164,      512,    6877,     455
1342293911386,    11216,      512,    7674,     440
1342293911588,    12636,      512,    8651,     511
1342293911802,    14211,      512,    9568,     570
1342293912002,    15615,      512,   10650,     642
1342293912203,    16865,      512,   11551,     684
1342293912403,    18210,      512,   12492,     741
1342293912687,    18648,      512,   12858,     753
1342293912887,    20260,      512,   13934,     826
1342293913087,    21655,      512,   14910,     882
1342293913287,    23006,      512,   15873,     935
1342293913487,    24351,      512,   16853,     986
1342293913687,    25676,      512,   17798,    1046
1342293913888,    26958,      512,   18731,    1096
1342293914088,    28214,      512,   19655,    1157
1342293914288,    29417,      512,   20563,    1208
1342293914830,    30759,      512,   21414,    1256
1342293915031,    32323,      512,   22344,    1330
1342293915231,    33619,      512,   23280,    1371
1342293915444,    35160,      512,   24213,    1431
1342293915644,    36467,      512,   25119,    1483
1342293915846,    37710,      512,   26052,    1533
1342293916046,    38842,      512,   26903,    1569
1342293916246,    40145,      512,   27699,    1637
1342293916446,    41545,      512,   28686,    1685
1342293917140,    42614,      512,   29338,    1740
1342293917340,    44177,      519,   30311,    1819
1342293917540,    45791,      519,   31273,    1905
1342293917740,    47173,      519,   32254,    1954
1342293917940,    48501,      519,   33185,    1995
1342293918140,    49821,      519,   34100,    2061
1342293918340,    51170,      523,   34969,    2128
1342293918540,    52396,      523,   35822,    2173
1342293918770,    53520,      536,   36689,    2220
1342293918970,    54744,      536,   37603,    2272
1342293919170,    56100,      536,   38420,    2338
1342293919371,    56760,      536,   38921,    2378
