time         ,iter.    ,bestScore,live    ,dead
1342301560857,     2249,      212,     227,     245
1342301561196,     9141,      212,     219,    1020
1342301561432,    16084,      212,      21,    1595
1342301561670,    16498,      212,       0,    1626
