time         ,iter.    ,bestScore,live    ,dead
1342301548363,     1211,      116,     165,      88
1342301548898,     8516,      117,     882,     746
1342301549176,    10251,      141,    1141,     918
1342301549769,    12113,      141,    1354,    1052
