time         ,iter.    ,bestScore,live    ,dead
1342301576920,     1030,      166,     345,      83
1342301577249,     3786,      170,    1084,     268
1342301577554,     6675,      170,    1841,     434
1342301577880,     9568,      563,    2524,     613
1342301578114,     9568,      563,    2524,     613
