time         ,iter.    ,bestScore,live    ,dead
1342290258561,      222,      134,      98,      18
1342290258761,    26590,      561,    7204,    2242
1342290258965,    48886,      561,   11828,    4676
1342290259165,    66439,      561,   15516,    6945
1342290259428,    92479,      561,   19927,   10769
1342290259628,   120534,      561,   23998,   14957
1342290259828,   137359,      561,   25483,   18185
1342290260028,   155322,      561,   28866,   20287
1342290260228,   181479,      561,   33041,   23819
1342290260428,   199468,      561,   35524,   26211
1342290260628,   217884,      561,   38209,   28394
1342290262005,   243074,      561,   40622,   32856
1342290262205,   243074,      561,   40623,   32856
