time         ,iter.    ,bestScore,live    ,dead
1342301632629,        0,        0,       0,       0
1342301632925,     3675,      263,     770,     364
1342301633340,     7445,      263,    1431,     773
1342301633628,    11673,      273,    1807,    1522
1342301633858,    11681,      273,    1808,    1524
