time         ,iter.    ,bestScore,live    ,dead
1342290465424,        0,        0,       0,       0
1342290465624,    54958,      279,     909,    7858
1342290465825,   106897,      280,    1476,   13435
1342290466048,   163167,      280,    1568,   19310
1342290466308,   220185,      280,    1838,   25937
1342290466562,   281690,      280,    1854,   31629
1342290466811,   335201,      280,    2177,   37954
1342290467050,   387447,      280,    2449,   43866
1342290467305,   440888,      280,    2466,   49639
1342290467524,   495302,      280,    2466,   53852
1342290467738,   552553,      280,    2731,   59008
1342290467953,   606597,      280,    2729,   63851
1342290469049,   658942,      280,    2832,   69264
1342290469249,   712904,      280,    2978,   74854
1342290469458,   765632,      280,    3302,   78949
1342290469684,   819311,      280,    3312,   84631
1342290469920,   875170,      280,    3357,   89142
1342290470141,   931372,      280,    3365,   93984
1342290470439,   992276,      280,    3808,   97905
1342290471774,  1050726,      280,    3771,  102973
1342290473167,  1108365,      280,    3505,  108797
1342290474782,  1172203,      280,    3377,  113517
1342290475000,  1234404,      280,    3272,  118559
1342290475240,  1296211,      280,    3248,  123739
1342290475440,  1357721,      280,    3283,  128828
