time         ,iter.    ,bestScore,live    ,dead
1342301603073,       41,       70,      32,       0
1342301603388,      351,      194,     219,       7
1342301603715,      514,      249,     310,      15
1342301603973,      679,      288,     340,      20
1342301604217,      679,      288,     341,      20
