time         ,iter.    ,bestScore,live    ,dead
1342301564287,     1962,       84,     434,     163
1342301564750,     6813,      257,    1387,     570
1342301565065,    11943,      261,    2152,     974
1342301565422,    14362,      270,    2672,    1114
