time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable
1342351725654,      239,      867,      94,      32,         0,            1,
1342351725891,    13832,      869,    1882,    1421,         0,            1,
1342351726131,    22552,      869,    2785,    2172,         0,            1,
1342351726348,    37180,      869,    4368,    3084,         0,            1,
1342351726571,    51615,      869,    5927,    4194,         0,            1,
1342351726908,    60698,      869,    6748,    4754,         0,            1,
1342351727197,    69769,      869,    7582,    5266,         0,            1,
1342351727445,    78561,      869,    8251,    6073,         0,            1,
1342351727740,    91034,      869,    9259,    6927,         0,            1,
1342351727949,    99802,      869,   10060,    7596,         0,            1,
1342351728219,   109614,      869,   10587,    8499,         0,            1,
1342351728435,   122011,      869,   11795,    9004,         0,            1,
1342351728663,   134392,      869,   12677,    9930,         0,            1,
1342351728875,   139886,      869,   13309,   10052,         0,            1,
1342351729387,   148977,      869,   14127,   10668,         0,            1,
1342351729644,   158313,      869,   14814,   11237,         0,            1,
1342351729896,   168161,      869,   15444,   12129,         0,            1,
1342351730186,   177703,      869,   16152,   12779,         0,            1,
1342351730504,   187461,      869,   16687,   13680,         0,            1,
1342351730725,   197338,      869,   17183,   14781,         0,            1,
1342351730956,   213885,      869,   18040,   16074,         0,            1,
1342351731169,   227312,      869,   18511,   17175,         0,            1,
1342351731392,   237237,      869,   18858,   17825,         0,            1,
1342351731604,   253089,      869,   19920,   18778,         0,            1,
1342351731819,   269766,      869,   20487,   20091,         0,            1,
1342351732100,   284393,      869,   20798,   21346,         0,            1,
1342351732320,   299135,      869,   20991,   22343,         0,            1,
1342351732545,   315050,      869,   22250,   22439,         0,            1,
1342351732854,   330958,      869,   23347,   22884,         0,            1,
1342351733062,   347476,      869,   24258,   23753,         0,            1,
1342351733282,   360672,      869,   25079,   23991,         0,            1,
1342351733603,   377439,      869,   25863,   24860,         0,            1,
1342351733821,   393362,      869,   27250,   25064,         0,            1,
1342351734028,   399815,      869,   27658,   25481,         0,            1,
1342351734231,   412348,      869,   28467,   25897,         0,            1,
1342351734440,   422202,      869,   28959,   26134,         0,            1,
1342351734677,   438044,      869,   29929,   26641,         0,            1,
1342351734886,   447445,      869,   30648,   26792,         0,            1,
1342351735127,   464999,      869,   31131,   27846,         0,            1,
1342351735340,   475200,      869,   31413,   28355,         0,            1,
1342351735552,   491350,      869,   31939,   29461,         0,            1,
1342351735773,   508336,      869,   32456,   30727,         0,            1,
1342351735982,   517186,      869,   32951,   31045,         0,            1,
1342351736192,   530527,      869,   33441,   31805,         0,            1,
1342351736409,   547523,      869,   33916,   32927,         0,            1,
1342351736717,   565874,      869,   34119,   33950,         0,            1,
1342351736936,   583385,      869,   34603,   34600,         0,            1,
1342351737151,   597374,      869,   34954,   34919,         0,            1,
1342351737447,   615000,      869,   35472,   35375,         0,            1,
1342351737670,   633147,      869,   35769,   36285,         0,            1,
1342351737899,   650130,      869,   36240,   37034,         0,            1,
1342351738249,   667858,      869,   36795,   37132,         0,            1,
1342351738460,   685790,      869,   36955,   38123,         0,            1,
1342351738687,   699246,      869,   37080,   38883,         0,            1,
1342351738978,   716947,      869,   37375,   39583,         0,            1,
1342351739185,   731532,      869,   37630,   39989,         0,            1,
1342351739432,   748673,      869,   38379,   40168,         0,            1,
1342351739724,   765949,      869,   39142,   40623,         0,            1,
1342351739950,   783538,      869,   39753,   41158,         0,            1,
1342351740155,   798602,      869,   39806,   41373,         0,            1,
1342351740459,   816582,      869,   40273,   41912,         0,            1,
1342351740660,   823484,      869,   40531,   42019,         0,            1,
