time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342388898338,        0,        0,       1,      -1,        20,            1,horock3
1342388898538,       12,      698,    1534,   -1534,         4,            1,horock3
1342388898738,       13,      748,    2972,   -2972,         3,            1,horock3
1342388898938,       14,      797,    5758,   -5758,         2,            1,horock3
1342388899144,       14,      797,    5758,   -5758,         2,            1,horock3
1342388899344,       15,      846,   10522,  -10522,         1,            1,horock3
1342388899545,       15,      846,   10522,  -10522,         1,            1,horock3
1342388899746,       15,      846,   10522,  -10522,         1,            1,horock3
1342388899946,       16,      895,   15030,  -15030,         0,            1,horock3
1342388900348,       16,      895,   15030,  -15030,         0,            1,horock3
1342388900548,       16,      895,   15030,  -15030,         0,            1,horock3
1342388900748,       17,      944,   18907,  -18907,        -1,            1,horock3
1342388900949,       17,      944,   18907,  -18907,        -1,            1,horock3
1342388901149,       17,      944,   18907,  -18907,        -1,            1,horock3
1342388901352,       17,      944,   18907,  -18907,        -1,            1,horock3
1342388901552,       17,      944,   18907,  -18907,        -1,            1,horock3
1342388901752,       17,      944,   17150,  -17150,        -1,            1,horock3
