time         ,iter.    ,bestScore,live    ,dead
1342301641626,        0,        0,       1,      -1
1342301641854,     6195,      210,     277,     789
1342301642161,    15216,      212,     209,    1503
1342301642512,    20841,      212,     103,    1701
1342301642824,    20841,      212,     103,    1701
