time         ,iter.    ,bestScore,live    ,dead
1342301572469,     5492,      210,     460,     492
1342301572835,    12028,      212,     336,    1126
1342301573147,    18344,      212,     216,    1530
1342301573401,    18914,      212,     162,    1611
