time         ,iter.    ,bestScore,live    ,dead
1342301624728,      358,      300,     137,      17
1342301624973,     3205,      300,     559,     188
1342301625240,     5088,      300,     762,     211
1342301625494,     7063,      300,     886,     300
1342301625770,     7630,      300,     935,     336
