time         ,iter.    ,bestScore,live    ,dead
1342290254750,        0,        0,       0,       0
1342290255527,    23778,      275,    3028,    3432
1342290255733,    67431,      275,    6263,   11236
1342290255940,   101299,      275,    8061,   17401
1342290256140,   127674,      275,    9891,   22006
1342290256340,   156456,      275,   11955,   26666
1342290256591,   188773,      275,   13863,   32293
1342290256791,   225810,      275,   15293,   38822
1342290256991,   251516,      275,   17128,   42909
1342290257191,   283279,      275,   18875,   47697
1342290258353,   310496,      275,   20312,   51559
1342290258554,   310496,      275,   20312,   51559
