iterations-sum,iterations-avg,bestScore-sum,bestScore-avg,liveStates-sum,liveStates-avg,liftReachable-avg,remainingLamdas-avg,remainingLambdas-max,remainingLambdasMax-map,ClosestWalkBeard,ClosestWalkRazor,Wait,Up,Down,ClosestWalkLambda,PushClosestPushableRockRight,PushClosestPushableRockLeft,Right,ClosestManhattanLift,Left,Shaving
3117697,119911.42307692308,35709,1373.423076923077,788339,30320.73076923077,0.038461538461538464,0.0,7,beard4,76939.92307692308,67658.88461538461,57.0,58183.07692307692,27320.76923076923,56655.192307692305,0.0,0.0,31223.80769230769,77438.07692307692,74503.88461538461,64313.46153846154
