iterations-sum,iterations-avg,bestScore-sum,bestScore-avg,liveStates-sum,liveStates-avg,deadStates-sum,deadStates-avg,liftReachable-avg,remainingLamdas-avg,remainingLambdas-max,remainingLambdasMax-map,ClosestManhattanLift,Wait,Right,Left,ClosestManhattanLambda,Up,ConstantStrategy(DDDDD),ConstantStrategy(LLLLL),ConstantStrategy(UUUUU),Down,ConstantStrategy(RRRRR)
1314056,131405.6,5233,523.3,149801,14980.1,47174,4717.4,0.1,0.0,11,map9,8.2,12.9,139.5,149.9,199.5,142.1,196.3,196.4,196.3,130.6,196.3
