iterations-sum,iterations-avg,bestScore-sum,bestScore-avg,liveStates-sum,liveStates-avg,deadStates-sum,deadStates-avg,liftReachable-avg,remainingLamdas-avg,remainingLambdas-max,remainingLambdasMax-map,Down,Right,Left,ClosestManhattanLambda,Wait,Up,ClosestManhattanLift
200467,20046.7,5927,592.7,24639,2463.9,32057,3205.7,0.1,0.0,11,map9,160.6,166.9,175.9,231.7,18.1,180.8,14.5
