time         ,iter.    ,bestScore,live    ,dead
1342294083398,        0,        0,       0,       0
1342294083598,       54,       70,      45,      -2
1342294083798,      407,      192,     263,       5
1342294083998,      816,      281,     446,      19
1342294084198,     2197,      383,    1204,      68
1342294084398,     3730,      385,    1974,    -238
1342294084607,     5396,      385,    2800,    -199
1342294084807,     7797,      385,    3806,    -118
1342294085007,    10726,      385,    4725,      58
1342294085207,    12961,      385,    5820,     177
1342294085407,    15000,      395,    7029,     225
1342294085614,    18027,      395,    8123,     405
1342294085814,    20540,      395,    9498,     485
1342294086027,    24198,      395,   10475,     641
1342294086232,    27927,      395,   11828,     865
1342294086447,    31773,      395,   12819,    1086
1342294086647,    35327,      395,   13888,    1286
1342294086847,    35780,      395,   14141,    1305
1342294087047,    38911,      395,   15404,    1472
1342294087247,    41796,      395,   16563,    1556
1342294087463,    44628,      395,   17956,    1665
1342294087676,    47941,      395,   19354,    1818
1342294087892,    51015,      395,   20957,    1950
1342294088092,    53754,      395,   22335,    2065
1342294088292,    56199,      395,   23554,    2151
1342294088625,    56848,      395,   23841,    2178
1342294088825,    60365,      395,   25027,    2217
1342294089026,    63071,      395,   26257,    2324
1342294089226,    66766,      395,   27453,    2506
1342294089426,    69895,      395,   28738,    2644
1342294089626,    73463,      395,   29843,    2857
1342294089836,    76367,      395,   31054,    2975
1342294090036,    78907,      395,   32421,    3076
1342294090236,    82293,      395,   33540,    3275
1342294090436,    85190,      395,   34677,    3432
1342294090652,    89186,      395,   35960,    3652
1342294091250,    93367,      395,   37248,    3942
1342294091450,    96406,      395,   38503,    4086
1342294091660,    99929,      395,   39756,    4306
1342294091891,   103502,      395,   40992,    4515
1342294092111,   106558,      395,   42298,    4663
1342294092333,   109620,      395,   43563,    4802
1342294092576,   112611,      395,   44677,    4969
1342294092799,   115313,      395,   46086,    5081
1342294092999,   118316,      395,   47090,    5272
1342294093200,   120974,      395,   48143,    5389
1342294093408,   123912,      395,   49240,    5446
1342294093608,   123912,      395,   49240,    5446
