iterations-sum,iterations-avg,bestScore-sum,bestScore-avg,liveStates-sum,liveStates-avg,deadStates-sum,deadStates-avg,liftReachable-avg,remainingLamdas-avg,remainingLambdas-max,remainingLambdasMax-map,Down,Right,Left,ClosestManhattanLambda,Wait,Up,ClosestManhattanLift
224863,22486.3,5927,592.7,28557,2855.7,30421,3042.1,0.1,0.0,11,map9,160.6,166.9,175.9,231.7,18.1,180.8,14.5
