iterations-sum,iterations-avg,bestScore-sum,bestScore-avg,liveStates-sum,liveStates-avg,deadStates-sum,deadStates-avg,liftReachable-avg,remainingLamdas-avg,remainingLambdas-max,remainingLambdasMax-map,ClosestWalkLambda,ClosestWalkBeard,ClosestWalkRazor,Down,Wait,Left,Shaving,ClosestManhattanLift,Right,Up
699,26.884615384615383,17816,685.2307692307693,339321,13050.807692307691,-339321,-13050.807692307691,0.038461538461538464,0.0,55,trampoline3,1116.8461538461538,254.73076923076923,220.57692307692307,48.15384615384615,3.9615384615384617,101.84615384615384,62.15384615384615,23.307692307692307,82.76923076923077,47.46153846153846
