time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342356401062,        0,        0,       0,       0,         3,            1,map1
1342356401262,     1178,      212,      40,     278,         0,            1,map1
1342356401464,     2451,      212,      43,     454,         0,            1,map1
1342356401664,     5201,      212,     112,     755,         0,            1,map1
1342356401864,     7099,      212,     132,     999,         0,            1,map1
1342356402064,    11857,      212,      26,    1451,         0,            1,map1
1342356402081,        0,        0,       0,       0,        51,            1,map10
1342356402281,      909,      889,     600,     117,         4,            1,map10
1342356402481,     1940,      909,    1325,     220,         4,            1,map10
1342356402681,     2713,      909,    1867,     299,         4,            1,map10
1342356402881,     3477,      909,    2406,     381,         4,            1,map10
1342356403081,     4667,      909,    3251,     491,         4,            1,map10
1342356403282,     4667,      909,    3252,     491,         4,            1,map10
1342356403285,        0,        0,       0,       0,         4,            1,map2
1342356403487,    23371,       77,    1080,     496,         0,            0,map2
1342356403687,    56377,       85,    1986,     983,         0,            0,map2
1342356403887,   112048,       85,    2791,    2153,         0,            0,map2
1342356404087,   155000,       85,    2668,    3145,         0,            0,map2
1342356404287,   205837,       85,    3185,    4378,         0,            0,map2
1342356404292,      303,      271,      25,     146,         0,            1,map3
1342356404493,    28793,      275,    1242,    7500,         0,            1,map3
1342356404693,    48553,      275,    1992,   12606,         0,            1,map3
1342356404893,    61372,      275,    2327,   15930,         0,            1,map3
1342356405093,    84098,      275,    2942,   21635,         0,            1,map3
1342356405293,    98879,      275,    3282,   25156,         0,            1,map3
1342356405296,        0,        0,       1,      -1,         8,            1,map4
1342356405497,    22108,      563,    1258,    6888,         0,            1,map4
1342356405697,    34053,      563,    1801,   10494,         0,            1,map4
1342356405897,    57844,      571,    2251,   18856,         0,            1,map4
1342356406097,    74169,      571,    2490,   24145,         0,            1,map4
1342356406297,    98178,      571,    2771,   30393,         0,            1,map4
1342356406304,      168,      395,      78,      -1,         0,            0,map5
1342356406584,    11893,      395,    2548,     -97,         0,            0,map5
1342356406784,    27065,      395,    5378,     -97,         0,            0,map5
1342356406984,    43201,      395,    7896,     -28,         0,            0,map5
1342356407184,    58177,      395,   10039,     499,         0,            0,map5
1342356407385,    66596,      395,   11683,     244,         0,            0,map5
1342356407388,        0,        0,       1,      -1,        17,            1,map6
1342356407603,    16263,      337,     731,    2134,         1,            1,map6
1342356407808,    36427,      337,     913,    2932,         1,            1,map6
1342356408008,    57816,      337,     915,    4064,         1,            1,map6
1342356408208,    75586,      337,     942,    5179,         1,            1,map6
1342356408408,    92210,      337,     956,    7676,         1,            1,map6
1342356408412,        0,        0,       1,      -1,        12,            1,map7
1342356408612,    20557,      869,     717,    2194,         0,            1,map7
1342356408812,    41027,      869,     930,    4588,         0,            1,map7
1342356409012,    61999,      869,    1571,    5996,         0,            1,map7
1342356409213,    81512,      869,    1990,    6998,         0,            1,map7
1342356409413,   100881,      869,    2618,    7548,         0,            1,map7
1342356409417,        0,        0,       0,       0,        28,            1,map8
1342356409617,     3165,      539,     899,     -85,         1,            0,map8
1342356409828,     7008,      539,    1935,    -464,         1,            0,map8
1342356410028,    10401,      539,    2846,    -732,         1,            0,map8
1342356410229,    14029,      539,    3814,   -1048,         1,            0,map8
1342356410429,    17478,      539,    4716,   -1702,         1,            0,map8
1342356410440,       61,      401,      19,       0,        25,            0,map9
1342356410640,     1199,      632,     337,     -39,        13,            0,map9
1342356410841,     2737,      853,     754,     -93,         1,            1,map9
1342356411042,     4208,      871,    1180,    -162,         1,            1,map9
1342356411242,     5325,      871,    1486,    -151,         1,            1,map9
1342356411442,     6756,      897,    1883,    -186,         1,            1,map9

