time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342356363676,        0,        0,       0,       0,         3,            1,map1
1342356363876,     1180,      212,     119,     243,         0,            1,map1
1342356364076,     3434,      212,     109,     748,         0,            1,map1
1342356364276,     6643,      212,      91,    1121,         0,            1,map1
1342356364476,     9520,      212,      42,    1420,         0,            1,map1
1342356364676,    10346,      212,       0,    1491,         0,            1,map1
1342356364686,        0,        0,       0,       0,        51,            1,map10
1342356364887,     1156,     1067,     308,     308,         0,            0,map10
1342356365087,     2087,     1067,     475,     600,         0,            0,map10
1342356365292,     3267,     1067,     684,     878,         0,            0,map10
1342356365492,     4685,     1067,     885,    1195,         0,            0,map10
1342356365693,     5885,     1067,    1073,    1388,         0,            0,map10
1342356365706,        0,        0,       0,       0,         4,            1,map2
1342356365906,     9769,      266,     431,    1125,         0,            1,map2
1342356366106,    28609,      266,     654,    3316,         0,            1,map2
1342356366339,    51983,      266,     591,    5875,         0,            1,map2
1342356366539,   101227,      266,     538,   10484,         0,            1,map2
1342356366739,   122156,      266,    1954,   12025,         0,            1,map2
1342356366743,        0,        0,       0,       0,         4,            1,map3
1342356366947,    42033,      275,    3210,   12974,         0,            1,map3
1342356367147,    72331,      275,    5512,   20798,         0,            1,map3
1342356367347,   118039,      275,    7392,   32887,         0,            1,map3
1342356367591,   137599,      275,    8678,   37011,         0,            1,map3
1342356367791,   177015,      275,   10083,   47125,         0,            1,map3
1342356367795,        0,        0,       1,      -1,         8,            1,map4
1342356367995,    37798,      575,    3672,   11833,         0,            1,map4
1342356368200,    63092,      575,    7019,   19173,         0,            1,map4
1342356368400,   107842,      575,   12264,   32255,         0,            1,map4
1342356368600,   124239,      575,   14178,   36536,         0,            1,map4
1342356368800,   174287,      575,   18706,   51450,         0,            1,map4
1342356368805,        0,        0,       0,       0,        18,            1,map5
1342356369102,     6364,      385,    1411,     812,         1,            1,map5
1342356369302,    21397,      385,    4060,    2791,         1,            1,map5
1342356369502,    37645,      385,    6156,    5392,         1,            1,map5
1342356369702,    51696,      389,    8275,    7305,         1,            1,map5
1342356369902,    59794,      389,    9184,    8580,         1,            1,map5
1342356369907,        0,        0,       0,       0,        17,            1,map6
1342356370130,    13432,      337,    1685,    1532,         1,            1,map6
1342356370330,    43046,      337,    1828,    5955,         1,            1,map6
1342356370530,    68655,      337,    1888,    8120,         1,            1,map6
1342356370731,    98947,      337,    1983,   10319,         1,            1,map6
1342356370931,   119999,      337,    2200,   13069,         1,            1,map6
1342356370934,        0,        0,       1,      -1,        12,            1,map7
1342356371134,    39170,      869,    5043,    3805,         0,            1,map7
1342356371334,    72910,      869,    7719,    7081,         0,            1,map7
1342356371534,   117016,      869,   11241,    9592,         0,            1,map7
1342356371734,   149842,      869,   14064,   11756,         0,            1,map7
1342356372105,   186160,      869,   16529,   13721,         0,            1,map7
1342356372305,   186160,      869,   16529,   13721,         0,            1,map7
1342356372310,        0,        0,       0,       0,        28,            1,map8
1342356372510,    33580,      589,    7382,    -577,         0,            0,map8
1342356372715,    42329,      589,    9699,    -761,         0,            0,map8
1342356372915,    51268,      589,   11758,    -941,         0,            0,map8
1342356373116,    60114,      589,   12596,    -109,         0,            0,map8
1342356373316,    69047,      589,   12741,    2970,         0,            0,map8
1342356373321,        0,        0,       0,       0,        43,            0,map9
1342356373521,    16776,      819,    6401,   -1699,         1,            1,map9
1342356373721,    28925,      819,   10690,   -2306,         1,            1,map9
1342356373921,    42782,      833,   15730,   -3817,         1,            1,map9
1342356374121,    53806,      833,   19859,   -5325,         1,            1,map9
1342356374321,    67112,      863,   24920,   -7185,         1,            1,map9

