time         ,iter.    ,bestScore,live    ,dead
1342345733737,        0,        0,       1,      -1
1342345733937,    56121,      101,    5688,   -4331
1342345734450,    82893,      101,    7670,   -6083
1342345734650,   141817,      101,   12741,  -10522
1342345734850,   194597,      103,   17146,  -14394
1342345735069,   251409,      103,   21622,  -18541
1342345735269,   310000,      103,   26232,  -22924
1342345735469,   357202,      103,   29560,  -25985
1342345735669,   415649,      103,   33775,  -29651
1342345735869,   462787,      103,   37003,  -32823
1342345736072,   506844,      103,   40377,  -35898
1342345736272,   567103,      103,   44173,  -39576
1342345736472,   603902,      103,   47186,  -42456
1342345736672,   662152,      103,   52213,  -47396
1342345736872,   699567,      103,   55078,  -49988
1342345737072,   756034,      103,   59811,  -54631
1342345737272,   793062,      103,   62725,  -57021
1342345737548,   844820,      103,   66511,  -60473
1342345737749,   905337,      103,   70020,  -63922
1342345737949,   940788,      103,   71841,  -65703
1342345738251,   999861,      103,   76161,  -69915
1342345738451,  1058145,      103,   80037,  -72992
1342345738661,  1090257,      103,   82328,  -75208
1342345738905,  1133710,      103,   85270,  -78104
1342345739198,  1192183,      103,   88513,  -81267
1342345739490,  1249892,      103,   92528,  -85110
1342345739773,  1304048,      103,   96136,  -88659
1342345740062,  1357952,      103,   99967,  -92418
1342345740347,  1413420,      103,  103330,  -95742
1342345740610,  1468225,      103,  107090,  -99484
1342345740860,  1524058,      103,  110635, -102936
1342345741104,  1580043,      103,  114219, -106502
1342345741349,  1638960,      103,  118439, -110560
1342345741549,  1696280,      103,  121979, -113641
1342345741749,  1738963,      103,  124804, -116377
1342345741949,  1783802,      103,  128294, -119838
1342345742149,  1825851,      103,  131491, -122924
1342345742391,  1884023,      103,  133857, -125191
1342345742591,  1938696,      103,  137322, -128528
1342345742791,  1978133,      103,  139366, -130568
1342345742992,  2017458,      103,  140966, -132161
1342345743192,  2077981,      103,  144261, -135399
1342345743392,  2115983,      103,  146625, -137727
1342345743618,  2158489,      103,  149273, -140369
1342345743818,  2214048,      103,  152925, -143984
1342345744018,  2249629,      103,  154803, -145856
1342345744286,  2300082,      103,  157604, -148649
1342345744486,  2358585,      103,  161581, -152536
1342345744686,  2388208,      103,  163414, -154335
1342345744946,  2431351,      103,  166147, -157050
1342345745146,  2491542,      103,  170115, -160976
1342345745346,  2522140,      103,  171135, -161794
1342345745559,  2555928,      103,  172432, -163067
1342345745857,  2617616,      103,  176423, -167040
1342345746131,  2675211,      103,  179867, -170458
1342345746417,  2734202,      103,  183885, -174447
1342345746617,  2792890,      103,  187801, -178358
1342345746817,  2824290,      103,  190061, -180615
1342345747017,  2860348,      103,  192690, -183146
1342345747217,  2920280,      103,  196541, -186996
1342345747417,  2959911,      103,  198499, -188944
1342345747617,  3002807,      103,  200847, -191236
1342345747863,  3058769,      103,  204156, -194537
1342345748063,  3120496,      103,  207015, -197392
1342345748263,  3162538,      103,  209491, -199864
1342345748463,  3202826,      103,  211447, -201818
1342345748663,  3262951,      103,  214832, -205170
1342345748863,  3265908,      103,  214939, -205277
