time         ,iter.    ,bestScore,live    ,dead
1342298706279,        0,        0,       1,      -1
1342298706479,    52408,      129,    4642,    8911
1342298706681,    88197,      129,    8238,   14220
1342298706881,   135884,      129,   11299,   23084
1342298707081,   165189,      129,   12465,   28730
1342298707281,   213987,      129,   13822,   38161
1342298707481,   244139,      129,   15040,   43305
1342298707693,   296863,      129,   16954,   52379
1342298707893,   322340,      129,   18632,   55997
1342298708093,   368100,      129,   21576,   61566
1342298708293,   396072,      129,   22917,   66050
1342298708493,   446333,      129,   24821,   73027
1342298708694,   461438,      129,   25724,   74887
1342298708894,   505406,      129,   28792,   79814
1342298709110,   533801,      129,   30108,   83066
1342298709310,   580228,      129,   32488,   89073
1342298709527,   607318,      129,   33743,   92124
1342298709727,   654342,      129,   36044,   98274
1342298709928,   680154,      129,   37399,  101290
1342298710128,   723695,      129,   39695,  106165
1342298710352,   753895,      129,   41757,  109536
1342298710557,   800000,      129,   45071,  113608
1342298710797,   833236,      129,   46016,  118857
1342298710997,   877961,      129,   48332,  123708
1342298711230,   907652,      129,   49533,  127428
1342298711430,   955818,      129,   51239,  132756
1342298711640,   985637,      129,   52643,  137041
1342298711842,  1026487,      129,   54706,  141903
1342298712161,  1058932,      129,   56252,  145466
1342298712361,  1102542,      129,   58153,  150463
1342298713705,  1134680,      129,   59358,  154115
1342298713905,  1181685,      129,   61532,  159636
1342298714105,  1214332,      129,   63128,  162834
1342298714306,  1261289,      129,   64829,  167117
1342298714506,  1286978,      129,   65461,  169860
1342298714710,  1332595,      129,   66892,  175092
1342298714921,  1361477,      129,   68124,  177083
1342298715122,  1405411,      129,   70405,  181844
1342298715335,  1436755,      129,   71972,  185343
1342298715535,  1477184,      129,   72400,  190863
1342298715763,  1508761,      129,   72546,  195989
1342298715963,  1554324,      129,   72710,  201807
1342298716178,  1585467,      129,   72900,  206475
1342298716381,  1602248,      129,   72872,  208222
